reason,machine,breakTime,nextBreak
Machine Breakdown,09M,04-03-2019 19:36:48,04-03-2019 20:28:13
Machine Breakdown,09M,04-03-2019 20:28:13,05-03-2019 06:18:46
Heat check,09M,05-03-2019 06:18:46,05-03-2019 06:22:53
Heat check,09M,05-03-2019 06:22:53,05-03-2019 06:37:51
Heat check,09M,05-03-2019 06:37:51,05-03-2019 07:13:10
Heat check,09M,05-03-2019 07:13:10,05-03-2019 07:27:32
Heat check,09M,05-03-2019 07:27:32,05-03-2019 07:36:00
Heat check,09M,05-03-2019 07:36:00,05-03-2019 08:49:29
Machine Breakdown,09M,05-03-2019 08:49:29,05-03-2019 09:56:31
Machine Breakdown,09M,05-03-2019 09:56:31,05-03-2019 11:19:08
Machine Breakdown,09M,05-03-2019 11:19:08,05-03-2019 11:55:34
Heat check,09M,05-03-2019 11:55:34,05-03-2019 12:27:56
Machine Breakdown,09M,05-03-2019 12:27:56,05-03-2019 13:10:15
Heat check,09M,05-03-2019 13:10:15,05-03-2019 13:10:31
Machine Breakdown,09M,05-03-2019 13:10:31,05-03-2019 13:48:16
Heat check,09M,05-03-2019 13:48:16,05-03-2019 14:26:15
Machine Breakdown,09M,05-03-2019 14:26:15,05-03-2019 14:54:25
Heat check,09M,05-03-2019 14:54:25,05-03-2019 15:09:58
Heat check,09M,05-03-2019 15:09:58,05-03-2019 15:57:08
Machine Breakdown,09M,05-03-2019 15:57:08,05-03-2019 16:22:59
Heat check,09M,05-03-2019 16:22:59,05-03-2019 16:39:54
Machine Breakdown,09M,05-03-2019 16:39:54,05-03-2019 16:53:13
Machine Breakdown,09M,05-03-2019 16:53:13,05-03-2019 17:24:16
Heat check,09M,05-03-2019 17:24:16,05-03-2019 17:29:49
Machine Breakdown,09M,05-03-2019 17:29:49,05-03-2019 19:24:35
Heat check,09M,05-03-2019 19:24:35,05-03-2019 20:40:56
Heat check,09M,05-03-2019 20:40:56,05-03-2019 21:24:10
Heat check,09M,05-03-2019 21:24:10,05-03-2019 21:44:53
Machine Breakdown,09M,05-03-2019 21:44:53,06-03-2019 07:03:46
Heat check,09M,06-03-2019 07:03:46,06-03-2019 09:20:03
Heat check,09M,06-03-2019 09:20:03,06-03-2019 09:32:32
Machine Breakdown,09M,06-03-2019 09:32:32,06-03-2019 10:28:17
Machine Breakdown,09M,06-03-2019 10:28:17,06-03-2019 11:22:24
Machine Breakdown,09M,06-03-2019 11:22:24,06-03-2019 11:53:56
Heat check,09M,06-03-2019 11:53:56,06-03-2019 12:12:22
Machine Breakdown,09M,06-03-2019 12:12:22,06-03-2019 13:38:54
Heat check,09M,06-03-2019 13:38:54,06-03-2019 14:33:18
Heat check,09M,06-03-2019 14:33:18,06-03-2019 15:06:40
Heat check,09M,06-03-2019 15:06:40,06-03-2019 15:36:12
Heat check,09M,06-03-2019 15:36:12,06-03-2019 15:36:31
Heat check,09M,06-03-2019 15:36:31,06-03-2019 15:37:37
Heat check,09M,06-03-2019 15:37:37,06-03-2019 16:25:50
Machine Breakdown,09M,06-03-2019 16:25:50,06-03-2019 17:01:59
Machine Breakdown,09M,06-03-2019 17:01:59,06-03-2019 17:55:00
Heat check,09M,06-03-2019 17:55:00,06-03-2019 18:05:07
Heat check,09M,06-03-2019 18:05:07,06-03-2019 18:07:45
Heat check,09M,06-03-2019 18:07:45,06-03-2019 19:08:17
Heat check,09M,06-03-2019 19:08:17,07-03-2019 06:19:26
Heat check,09M,07-03-2019 06:19:26,07-03-2019 06:20:13
Heat check,10M,08-03-2019 07:20:35,08-03-2019 08:17:21
Heat check,10M,08-03-2019 08:17:21,08-03-2019 08:17:57
Heat check,10M,08-03-2019 08:17:57,08-03-2019 08:18:04
Heat check,10M,08-03-2019 08:18:04,08-03-2019 08:21:02
Heat check,10M,08-03-2019 08:21:02,08-03-2019 08:42:01
Heat check,10M,08-03-2019 08:42:01,08-03-2019 08:44:33
Machine Breakdown,10M,08-03-2019 08:44:33,08-03-2019 09:09:10
Heat check,10M,08-03-2019 09:09:10,08-03-2019 09:25:23
Heat check,10M,08-03-2019 09:25:23,08-03-2019 10:42:59
Heat check,10M,08-03-2019 10:42:59,08-03-2019 10:55:35
Machine Breakdown,10M,08-03-2019 10:55:35,08-03-2019 12:01:03
Machine Breakdown,10M,08-03-2019 12:01:03,08-03-2019 12:22:06
Heat check,10M,08-03-2019 12:22:06,08-03-2019 14:34:18
Heat check,10M,08-03-2019 14:34:18,08-03-2019 15:25:00
Machine Breakdown,10M,08-03-2019 15:25:00,08-03-2019 15:57:27
Heat check,10M,08-03-2019 15:57:27,08-03-2019 18:38:58
Heat check,10M,08-03-2019 18:38:58,08-03-2019 21:07:08
Heat check,10M,08-03-2019 21:07:08,08-03-2019 21:08:24
Heat check,10M,08-03-2019 21:08:24,09-03-2019 06:30:17
Heat check,10M,09-03-2019 06:30:17,09-03-2019 06:52:47
Heat check,10M,09-03-2019 06:52:47,09-03-2019 07:04:37
Machine Breakdown,10M,09-03-2019 07:04:37,09-03-2019 07:15:51
Machine Breakdown,10M,09-03-2019 07:15:51,09-03-2019 08:07:05
Heat check,10M,09-03-2019 08:07:05,09-03-2019 09:05:38
Machine Breakdown,10M,09-03-2019 09:05:38,09-03-2019 10:05:13
Heat check,10M,09-03-2019 10:05:13,09-03-2019 10:09:33
Heat check,10M,09-03-2019 10:09:33,09-03-2019 11:32:18
Heat check,10M,09-03-2019 11:32:18,09-03-2019 12:02:06
Heat check,10M,09-03-2019 12:02:06,09-03-2019 13:02:26
Heat check,10M,09-03-2019 13:02:26,09-03-2019 13:42:55
Heat check,10M,09-03-2019 13:42:55,09-03-2019 14:40:12
Heat check,10M,09-03-2019 14:40:12,09-03-2019 14:47:28
Machine Breakdown,10M,09-03-2019 14:47:28,09-03-2019 15:46:23
Machine Breakdown,10M,09-03-2019 15:46:23,09-03-2019 16:09:08
Heat check,10M,09-03-2019 16:09:08,09-03-2019 16:21:44
Heat check,10M,09-03-2019 16:21:44,09-03-2019 17:58:00
Heat check,10M,09-03-2019 17:58:00,09-03-2019 21:19:55
Heat check,10M,09-03-2019 21:19:55,11-03-2019 05:59:43
Machine Breakdown,10M,11-03-2019 05:59:43,11-03-2019 06:03:14
Machine Breakdown,10M,11-03-2019 06:03:14,11-03-2019 06:03:24
Machine Breakdown,10M,11-03-2019 06:03:24,11-03-2019 06:15:47
Machine Breakdown,10M,11-03-2019 06:15:47,11-03-2019 06:16:04
Machine Breakdown,10M,11-03-2019 06:16:04,11-03-2019 06:16:12
Machine Breakdown,10M,11-03-2019 06:16:12,11-03-2019 06:17:18
Machine Breakdown,10M,11-03-2019 06:17:18,11-03-2019 06:17:25
Machine Breakdown,10M,11-03-2019 06:17:25,11-03-2019 06:17:33
Machine Breakdown,10M,11-03-2019 06:17:33,11-03-2019 06:17:40
Machine Breakdown,10M,11-03-2019 06:17:40,11-03-2019 06:17:54
Machine Breakdown,10M,11-03-2019 06:17:54,11-03-2019 06:18:10
Machine Breakdown,10M,11-03-2019 06:18:10,11-03-2019 06:18:16
Machine Breakdown,10M,11-03-2019 06:18:16,11-03-2019 06:18:24
Machine Breakdown,10M,11-03-2019 06:18:24,11-03-2019 06:19:05
Machine Breakdown,10M,11-03-2019 06:19:05,11-03-2019 06:19:13
Machine Breakdown,10M,11-03-2019 06:19:13,11-03-2019 06:19:33
Machine Breakdown,10M,11-03-2019 06:19:33,11-03-2019 06:19:42
Machine Breakdown,10M,11-03-2019 06:19:42,11-03-2019 06:20:46
Machine Breakdown,10M,11-03-2019 06:20:46,11-03-2019 06:20:55
Machine Breakdown,10M,11-03-2019 06:20:55,11-03-2019 06:21:53
Machine Breakdown,10M,11-03-2019 06:21:53,11-03-2019 06:22:07
Machine Breakdown,10M,11-03-2019 06:22:07,11-03-2019 06:22:24
Machine Breakdown,10M,11-03-2019 06:22:24,11-03-2019 06:23:02
Machine Breakdown,10M,11-03-2019 06:23:02,11-03-2019 06:23:11
Machine Breakdown,10M,11-03-2019 06:23:11,11-03-2019 06:24:18
Machine Breakdown,10M,11-03-2019 06:24:18,11-03-2019 06:24:26
Machine Breakdown,10M,11-03-2019 06:24:26,11-03-2019 06:24:49
Machine Breakdown,10M,11-03-2019 06:24:49,11-03-2019 06:25:04
Machine Breakdown,10M,11-03-2019 06:25:04,11-03-2019 06:26:30
Machine Breakdown,10M,11-03-2019 06:26:30,11-03-2019 06:26:40
Machine Breakdown,10M,11-03-2019 06:26:40,11-03-2019 06:26:54
Machine Breakdown,10M,11-03-2019 06:26:54,11-03-2019 06:29:01
Machine Breakdown,10M,11-03-2019 06:29:01,11-03-2019 06:29:09
Machine Breakdown,10M,11-03-2019 06:29:09,11-03-2019 06:30:14
Machine Breakdown,10M,11-03-2019 06:30:14,11-03-2019 06:30:27
Machine Breakdown,10M,11-03-2019 06:30:27,11-03-2019 06:30:47
Machine Breakdown,10M,11-03-2019 06:30:47,11-03-2019 06:30:54
Machine Breakdown,10M,11-03-2019 06:30:54,11-03-2019 06:31:05
Machine Breakdown,10M,11-03-2019 06:31:05,11-03-2019 06:32:21
Machine Breakdown,10M,11-03-2019 06:32:21,11-03-2019 06:32:29
Machine Breakdown,10M,11-03-2019 06:32:29,11-03-2019 06:33:34
Machine Breakdown,10M,11-03-2019 06:33:34,11-03-2019 06:33:43
Machine Breakdown,10M,11-03-2019 06:33:43,11-03-2019 06:36:27
Machine Breakdown,10M,11-03-2019 06:36:27,11-03-2019 06:36:43
Machine Breakdown,10M,11-03-2019 06:36:43,11-03-2019 06:36:55
Machine Breakdown,10M,11-03-2019 06:36:55,11-03-2019 06:37:11
Machine Breakdown,10M,11-03-2019 06:37:11,11-03-2019 06:37:34
Machine Breakdown,10M,11-03-2019 06:37:34,11-03-2019 06:37:56
Machine Breakdown,10M,11-03-2019 06:37:56,11-03-2019 06:38:09
Machine Breakdown,11M,11-03-2019 06:38:09,11-03-2019 06:38:21
Machine Breakdown,11M,11-03-2019 06:38:21,11-03-2019 06:39:56
Machine Breakdown,11M,11-03-2019 06:39:56,11-03-2019 06:40:02
Heat check,11M,11-03-2019 14:48:28,11-03-2019 14:54:17
Machine Breakdown,11M,11-03-2019 14:54:17,11-03-2019 14:59:54
Heat check,11M,11-03-2019 14:59:54,11-03-2019 15:42:43
Heat check,11M,11-03-2019 15:42:43,11-03-2019 15:44:07
Machine Breakdown,11M,11-03-2019 15:44:07,11-03-2019 16:31:51
Heat check,11M,11-03-2019 16:31:51,11-03-2019 17:30:11
Heat check,11M,11-03-2019 17:30:11,11-03-2019 17:33:46
Heat check,11M,11-03-2019 17:33:46,11-03-2019 18:12:07
Heat check,11M,11-03-2019 18:12:07,11-03-2019 18:18:11
Machine Breakdown,11M,11-03-2019 18:18:11,11-03-2019 18:32:29
Heat check,11M,11-03-2019 18:32:29,11-03-2019 21:50:43
Heat check,11M,11-03-2019 21:50:43,12-03-2019 06:23:52
Machine Breakdown,11M,12-03-2019 06:23:52,12-03-2019 07:08:23
Heat check,11M,12-03-2019 07:08:23,12-03-2019 07:16:50
Heat check,11M,12-03-2019 07:16:50,12-03-2019 07:18:55
Heat check,11M,12-03-2019 07:18:55,12-03-2019 07:25:14
Heat check,11M,12-03-2019 07:25:14,12-03-2019 08:44:43
Machine Breakdown,11M,12-03-2019 08:44:43,12-03-2019 08:58:53
Heat check,11M,12-03-2019 08:58:53,12-03-2019 09:39:21
Heat check,11M,12-03-2019 09:39:21,12-03-2019 09:53:41
Heat check,11M,12-03-2019 09:53:41,12-03-2019 10:07:25
Heat check,11M,12-03-2019 10:07:25,12-03-2019 10:15:26
Machine Breakdown,11M,12-03-2019 10:15:26,12-03-2019 12:35:14
Heat check,11M,12-03-2019 12:35:14,12-03-2019 14:34:50
Machine Breakdown,11M,12-03-2019 14:34:50,12-03-2019 14:35:44
Machine Breakdown,11M,12-03-2019 14:35:44,12-03-2019 14:48:57
Machine Breakdown,11M,12-03-2019 14:48:57,12-03-2019 15:38:49
Heat check,11M,12-03-2019 15:38:49,12-03-2019 15:41:14
Heat check,11M,12-03-2019 15:41:14,12-03-2019 16:32:20
Machine Breakdown,11M,12-03-2019 16:32:20,12-03-2019 17:22:50
Machine Breakdown,11M,12-03-2019 17:22:50,12-03-2019 17:33:53
Heat check,11M,12-03-2019 17:33:53,12-03-2019 17:36:43
Machine Breakdown,11M,12-03-2019 17:36:43,12-03-2019 17:38:01
Heat check,11M,12-03-2019 17:38:01,12-03-2019 18:12:31
Machine Breakdown,11M,12-03-2019 18:12:31,12-03-2019 18:14:34
Machine Breakdown,11M,12-03-2019 18:14:34,12-03-2019 18:20:37
Heat check,11M,12-03-2019 18:20:37,12-03-2019 19:22:27
Machine Breakdown,11M,12-03-2019 19:22:27,12-03-2019 19:32:42
Machine Breakdown,11M,12-03-2019 19:32:42,12-03-2019 20:43:07
Heat check,11M,12-03-2019 20:43:07,12-03-2019 20:47:10
Machine Breakdown,11M,12-03-2019 20:47:10,12-03-2019 20:47:25
Machine Breakdown,11M,12-03-2019 20:47:25,12-03-2019 21:29:04
Machine Breakdown,11M,12-03-2019 21:29:04,12-03-2019 21:33:15
Heat check,11M,12-03-2019 21:33:15,13-03-2019 06:01:13
Heat check,11M,13-03-2019 06:01:13,13-03-2019 07:12:25
Heat check,11M,13-03-2019 07:12:25,13-03-2019 07:15:09
Heat check,11M,13-03-2019 07:15:09,13-03-2019 07:30:04
Machine Breakdown,11M,13-03-2019 07:30:04,13-03-2019 08:53:21
Machine Breakdown,11M,13-03-2019 08:53:21,13-03-2019 08:57:19
Heat check,11M,13-03-2019 08:57:19,13-03-2019 09:27:50
Heat check,11M,13-03-2019 09:27:50,13-03-2019 09:52:02
Machine Breakdown,11M,13-03-2019 09:52:02,13-03-2019 10:02:39
Heat check,11M,13-03-2019 10:02:39,13-03-2019 10:23:15
Heat check,11M,13-03-2019 10:23:15,13-03-2019 10:48:54
Heat check,11M,13-03-2019 10:48:54,13-03-2019 11:30:01
Heat check,11M,13-03-2019 11:30:01,13-03-2019 11:42:30
Heat check,11M,13-03-2019 11:42:30,13-03-2019 12:14:46
Heat check,11M,13-03-2019 12:14:46,13-03-2019 14:22:23
Machine Breakdown,11M,13-03-2019 14:22:23,13-03-2019 15:41:45
Heat check,11M,13-03-2019 15:41:45,13-03-2019 15:42:57
Machine Breakdown,11M,13-03-2019 15:42:57,13-03-2019 16:19:28
Heat check,11M,13-03-2019 16:19:28,13-03-2019 16:30:24
Machine Breakdown,11M,13-03-2019 16:30:24,13-03-2019 16:47:00
Heat check,11M,13-03-2019 16:47:00,13-03-2019 17:31:59
Machine Breakdown,11M,13-03-2019 17:31:59,13-03-2019 17:36:13
Heat check,11M,13-03-2019 17:36:13,13-03-2019 19:38:33
Heat check,11M,13-03-2019 19:38:33,13-03-2019 19:39:31
Heat check,11M,13-03-2019 19:39:31,13-03-2019 19:52:04
Machine Breakdown,11M,13-03-2019 19:52:04,13-03-2019 20:55:06
Heat check,11M,13-03-2019 20:55:06,14-03-2019 05:57:28
Machine Breakdown,11M,14-03-2019 05:57:28,14-03-2019 05:57:36
Machine Breakdown,11M,14-03-2019 05:57:36,14-03-2019 05:57:55
Machine Breakdown,11M,14-03-2019 05:57:55,14-03-2019 05:58:03
Machine Breakdown,11M,14-03-2019 05:58:03,14-03-2019 05:58:18
Machine Breakdown,11M,14-03-2019 05:58:18,14-03-2019 05:58:27
Machine Breakdown,11M,14-03-2019 05:58:27,14-03-2019 05:58:36
Machine Breakdown,11M,14-03-2019 05:58:36,14-03-2019 05:58:44
Machine Breakdown,11M,14-03-2019 05:58:44,14-03-2019 05:58:57
Machine Breakdown,11M,14-03-2019 05:58:57,14-03-2019 05:59:07
Machine Breakdown,11M,14-03-2019 05:59:07,14-03-2019 05:59:19
Machine Breakdown,11M,14-03-2019 05:59:19,14-03-2019 05:59:27
Machine Breakdown,11M,14-03-2019 05:59:27,14-03-2019 06:01:14
Heat check,11M,14-03-2019 06:01:14,14-03-2019 06:01:27
Heat check,11M,14-03-2019 06:01:27,14-03-2019 06:20:44
Heat check,11M,14-03-2019 06:20:44,14-03-2019 07:02:27
Heat check,11M,14-03-2019 07:02:27,14-03-2019 07:11:36
Heat check,11M,14-03-2019 07:11:36,14-03-2019 08:15:32
Heat check,11M,14-03-2019 08:15:32,14-03-2019 08:45:59
Heat check,11M,14-03-2019 08:45:59,14-03-2019 09:00:45
Heat check,11M,14-03-2019 09:00:45,14-03-2019 09:32:11
Machine Breakdown,11M,14-03-2019 09:32:11,14-03-2019 09:32:15
Machine Breakdown,11M,14-03-2019 09:32:15,14-03-2019 09:32:24
Machine Breakdown,11M,14-03-2019 09:32:24,14-03-2019 09:32:32
Machine Breakdown,11M,14-03-2019 09:32:32,14-03-2019 09:32:32
Machine Breakdown,11M,14-03-2019 09:32:32,14-03-2019 09:32:37
Machine Breakdown,11M,14-03-2019 09:32:37,14-03-2019 09:32:40
Machine Breakdown,11M,14-03-2019 09:32:40,14-03-2019 09:32:44
Machine Breakdown,11M,14-03-2019 09:32:44,14-03-2019 09:32:49
Machine Breakdown,11M,14-03-2019 09:32:49,14-03-2019 09:33:00
Machine Breakdown,11M,14-03-2019 09:33:00,14-03-2019 09:33:01
Machine Breakdown,11M,14-03-2019 09:33:01,14-03-2019 09:33:08
Machine Breakdown,11M,14-03-2019 09:33:08,14-03-2019 09:33:13
Machine Breakdown,11M,14-03-2019 09:33:13,14-03-2019 09:33:19
Machine Breakdown,11M,14-03-2019 09:33:19,14-03-2019 09:33:28
Machine Breakdown,11M,14-03-2019 09:33:28,14-03-2019 10:36:27
Heat check,11M,14-03-2019 10:36:27,14-03-2019 10:52:03
Heat check,11M,14-03-2019 10:52:03,14-03-2019 11:50:18
Heat check,11M,14-03-2019 11:50:18,14-03-2019 13:42:45
Machine Breakdown,11M,14-03-2019 13:42:45,14-03-2019 14:28:13
Machine Breakdown,11M,14-03-2019 14:28:13,14-03-2019 17:37:40
Machine Breakdown,12M,16-03-2019 06:07:34,16-03-2019 07:01:11
Heat check,12M,16-03-2019 07:01:11,16-03-2019 07:22:43
Heat check,12M,16-03-2019 07:22:43,16-03-2019 07:25:42
Heat check,12M,16-03-2019 07:25:42,16-03-2019 08:54:15
Heat check,12M,16-03-2019 08:54:15,16-03-2019 09:25:51
Heat check,12M,16-03-2019 09:25:51,16-03-2019 10:25:06
Heat check,12M,16-03-2019 10:25:06,16-03-2019 10:30:25
Heat check,12M,16-03-2019 10:30:25,16-03-2019 10:41:45
Heat check,12M,16-03-2019 10:41:45,16-03-2019 11:50:28
Heat check,12M,16-03-2019 11:50:28,16-03-2019 11:50:39
Heat check,12M,16-03-2019 11:50:39,16-03-2019 12:33:52
Machine Breakdown,12M,16-03-2019 12:33:52,16-03-2019 12:34:00
Machine Breakdown,12M,16-03-2019 12:34:00,16-03-2019 12:45:50
Heat check,12M,16-03-2019 12:45:50,16-03-2019 13:02:16
Heat check,12M,16-03-2019 13:02:16,16-03-2019 13:16:45
Heat check,12M,16-03-2019 13:16:45,16-03-2019 13:17:45
Machine Breakdown,12M,16-03-2019 13:17:45,16-03-2019 14:26:18
Heat check,12M,16-03-2019 14:26:18,16-03-2019 14:26:43
Heat check,12M,16-03-2019 14:26:43,16-03-2019 15:04:00
Heat check,12M,16-03-2019 15:04:00,16-03-2019 15:08:50
Heat check,12M,16-03-2019 15:08:50,16-03-2019 15:11:40
Machine Breakdown,12M,16-03-2019 15:11:40,16-03-2019 15:11:48
Machine Breakdown,12M,16-03-2019 15:11:48,16-03-2019 15:14:26
Heat check,12M,16-03-2019 15:14:26,16-03-2019 16:04:49
Heat check,12M,16-03-2019 16:04:49,16-03-2019 16:07:20
Heat check,12M,16-03-2019 16:07:20,16-03-2019 16:09:52
Heat check,12M,16-03-2019 16:09:52,16-03-2019 16:27:03
Heat check,12M,16-03-2019 16:27:03,16-03-2019 16:27:45
Machine Breakdown,12M,16-03-2019 16:27:45,16-03-2019 16:27:53
Machine Breakdown,12M,16-03-2019 16:27:53,16-03-2019 16:29:35
Machine Breakdown,12M,16-03-2019 16:29:35,16-03-2019 16:29:43
Machine Breakdown,12M,16-03-2019 16:29:43,16-03-2019 18:04:20
Heat check,12M,16-03-2019 18:04:20,16-03-2019 18:10:21
Heat check,12M,16-03-2019 18:10:21,16-03-2019 19:55:21
Machine Breakdown,12M,16-03-2019 19:55:21,18-03-2019 06:13:04
Machine Breakdown,12M,18-03-2019 06:13:04,18-03-2019 06:13:47
Machine Breakdown,12M,18-03-2019 06:13:47,18-03-2019 06:13:58
Machine Breakdown,12M,18-03-2019 06:13:58,18-03-2019 06:16:45
Machine Breakdown,12M,18-03-2019 06:16:45,18-03-2019 06:17:43
Machine Breakdown,12M,18-03-2019 06:17:43,18-03-2019 06:18:04
Machine Breakdown,12M,18-03-2019 06:18:04,18-03-2019 06:18:18
Machine Breakdown,12M,18-03-2019 06:18:18,18-03-2019 06:27:39
Heat check,12M,18-03-2019 06:27:39,18-03-2019 07:02:21
Heat check,12M,18-03-2019 07:02:21,18-03-2019 07:06:43
Heat check,12M,18-03-2019 07:06:43,18-03-2019 07:13:51
Heat check,12M,18-03-2019 07:13:51,18-03-2019 08:50:16
Machine Breakdown,12M,18-03-2019 08:50:16,18-03-2019 09:10:26
Heat check,12M,18-03-2019 09:10:26,18-03-2019 10:24:28
Heat check,12M,18-03-2019 10:24:28,18-03-2019 10:31:10
Heat check,12M,18-03-2019 10:31:10,18-03-2019 11:39:06
Heat check,12M,18-03-2019 11:39:06,18-03-2019 12:57:34
Heat check,12M,18-03-2019 12:57:34,18-03-2019 13:27:24
Heat check,12M,18-03-2019 13:27:24,18-03-2019 14:24:51
Machine Breakdown,12M,18-03-2019 14:24:51,18-03-2019 14:58:38
Heat check,12M,18-03-2019 14:58:38,18-03-2019 14:59:23
Heat check,12M,18-03-2019 14:59:23,18-03-2019 15:17:30
Heat check,12M,18-03-2019 15:17:30,18-03-2019 15:19:00
Machine Breakdown,12M,18-03-2019 15:19:00,18-03-2019 16:23:22
Heat check,12M,18-03-2019 16:23:22,18-03-2019 16:55:45
Heat check,12M,18-03-2019 16:55:45,18-03-2019 18:55:59
Heat check,12M,18-03-2019 18:55:59,18-03-2019 18:56:22
Heat check,12M,18-03-2019 18:56:22,19-03-2019 05:54:59
Machine Breakdown,12M,19-03-2019 05:54:59,19-03-2019 05:55:10
Machine Breakdown,12M,19-03-2019 05:55:10,19-03-2019 06:05:01
Machine Breakdown,12M,19-03-2019 06:05:01,19-03-2019 06:05:16
Machine Breakdown,12M,19-03-2019 06:05:16,19-03-2019 06:26:18
Machine Breakdown,12M,19-03-2019 06:26:18,19-03-2019 07:05:51
Heat check,12M,19-03-2019 07:05:51,19-03-2019 07:07:28
Heat check,12M,19-03-2019 07:07:28,19-03-2019 07:12:59
Heat check,12M,19-03-2019 07:12:59,19-03-2019 07:14:06
Heat check,12M,19-03-2019 07:14:06,19-03-2019 07:21:31
Machine Breakdown,12M,19-03-2019 07:21:31,19-03-2019 07:22:16
Machine Breakdown,12M,19-03-2019 07:22:16,19-03-2019 07:36:35
Heat check,12M,19-03-2019 07:36:35,19-03-2019 08:12:12
Heat check,12M,19-03-2019 08:12:12,19-03-2019 08:12:22
Heat check,12M,19-03-2019 08:12:22,19-03-2019 08:18:13
Heat check,12M,19-03-2019 08:18:13,19-03-2019 08:26:32
Heat check,12M,19-03-2019 08:26:32,19-03-2019 09:07:39
Machine Breakdown,12M,19-03-2019 09:07:39,19-03-2019 09:31:00
Heat check,12M,19-03-2019 09:31:00,19-03-2019 09:37:44
Machine Breakdown,12M,19-03-2019 09:37:44,19-03-2019 09:52:03
Heat check,12M,19-03-2019 09:52:03,19-03-2019 11:35:32
Machine Breakdown,12M,19-03-2019 11:35:32,19-03-2019 11:58:05
Heat check,12M,19-03-2019 11:58:05,19-03-2019 12:10:51
Machine Breakdown,12M,19-03-2019 12:10:51,19-03-2019 12:18:33
Machine Breakdown,12M,19-03-2019 12:18:33,19-03-2019 13:23:16
Machine Breakdown,12M,19-03-2019 13:23:16,19-03-2019 13:44:16
Heat check,12M,19-03-2019 13:44:16,19-03-2019 14:14:20
Machine Breakdown,12M,19-03-2019 14:14:20,19-03-2019 14:30:23
Heat check,12M,19-03-2019 14:30:23,19-03-2019 14:44:10
Machine Breakdown,12M,19-03-2019 14:44:10,19-03-2019 14:51:20
Heat check,12M,19-03-2019 14:51:20,19-03-2019 14:56:02
Heat check,12M,19-03-2019 14:56:02,19-03-2019 15:14:46
Heat check,12M,19-03-2019 15:14:46,19-03-2019 15:35:43
Heat check,12M,19-03-2019 15:35:43,19-03-2019 15:52:59
Machine Breakdown,12M,19-03-2019 15:52:59,19-03-2019 16:07:26
Heat check,12M,19-03-2019 16:07:26,19-03-2019 16:08:21
Heat check,12M,19-03-2019 16:08:21,19-03-2019 16:14:43
Machine Breakdown,12M,19-03-2019 16:14:43,19-03-2019 16:16:36
Heat check,12M,19-03-2019 16:16:36,19-03-2019 18:00:02
Heat check,12M,19-03-2019 18:00:02,19-03-2019 18:35:03
Heat check,12M,19-03-2019 18:35:03,21-03-2019 06:43:12
Heat check,12M,21-03-2019 06:43:12,21-03-2019 07:07:30
Heat check,12M,21-03-2019 07:07:30,21-03-2019 07:07:43
Heat check,12M,21-03-2019 07:07:43,21-03-2019 07:10:25
Heat check,12M,21-03-2019 07:10:25,21-03-2019 07:17:06
Heat check,12M,21-03-2019 07:17:06,21-03-2019 08:11:24
Heat check,12M,21-03-2019 08:11:24,21-03-2019 08:15:31
Heat check,12M,21-03-2019 08:15:31,21-03-2019 08:25:00
Heat check,12M,21-03-2019 08:25:00,21-03-2019 08:25:46
Overheat,12M,21-03-2019 08:25:46,21-03-2019 08:48:37
Machine Breakdown,12M,21-03-2019 08:48:37,21-03-2019 11:53:51
Machine Breakdown,12M,21-03-2019 11:53:51,21-03-2019 12:09:28
Heat check,12M,21-03-2019 12:09:28,21-03-2019 12:17:53
Heat check,12M,21-03-2019 12:17:53,21-03-2019 12:28:39
Machine Breakdown,12M,21-03-2019 12:28:39,21-03-2019 12:38:36
Heat check,12M,21-03-2019 12:38:36,21-03-2019 15:09:09
Heat check,12M,21-03-2019 15:09:09,21-03-2019 15:09:42
Machine Breakdown,12M,21-03-2019 15:09:42,21-03-2019 16:10:02
Heat check,12M,21-03-2019 16:10:02,21-03-2019 16:43:30
Machine Breakdown,12M,21-03-2019 16:43:30,21-03-2019 17:01:09
Heat check,12M,21-03-2019 17:01:09,21-03-2019 19:54:58
Heat check,12M,21-03-2019 19:54:58,21-03-2019 20:28:29
Machine Breakdown,12M,21-03-2019 20:28:29,22-03-2019 06:12:15
Overheat,12M,22-03-2019 06:12:15,22-03-2019 06:58:03
Machine Breakdown,12M,22-03-2019 06:58:03,22-03-2019 06:58:41
Heat check,12M,22-03-2019 06:58:41,22-03-2019 07:20:52
Heat check,12M,22-03-2019 07:20:52,22-03-2019 08:21:20
Heat check,12M,22-03-2019 08:21:20,22-03-2019 08:29:52
Machine Breakdown,12M,22-03-2019 08:29:52,22-03-2019 08:53:48
Machine Breakdown,12M,22-03-2019 08:53:48,22-03-2019 08:53:54
Machine Breakdown,12M,22-03-2019 08:53:54,22-03-2019 09:36:53
Machine Breakdown,12M,22-03-2019 09:36:53,22-03-2019 11:20:00
Machine Breakdown,12M,22-03-2019 11:20:00,22-03-2019 11:38:35
Machine Breakdown,12M,22-03-2019 11:38:35,22-03-2019 11:39:13
Heat check,12M,22-03-2019 11:39:13,22-03-2019 11:55:21
Heat check,13M,22-03-2019 11:55:21,22-03-2019 11:56:20
Overheat,13M,22-03-2019 11:56:20,22-03-2019 13:30:52
Heat check,13M,22-03-2019 13:30:52,22-03-2019 13:31:28
Heat check,13M,22-03-2019 13:31:28,22-03-2019 14:41:52
